idx,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45
G7,0.13143872113676733,0.1111111111111111,0.12279226240538267,0.07486209613869188,0.07307060755336617,0.07456445993031359,0.028466483011937556,0.07062146892655367,0.01981833195706028,0.08695652173913043,0.09955752212389381,0.026333113890717578,0.11760242792109256,0.10647359454855196,0.06985871271585557,0.09352037408149633,0.13682941531042797,0.012413793103448275,0.11397058823529412,0.16090425531914893,0.06826706676669167,0.18906064209274673,0.07653910149750416,0.2074966532797858,0.04183673469387755,0.1356382978723404,0.055234954657873044,0.1334231805929919,0.13412698412698412,0.021150033046926635,0.12307692307692308,0.05074971164936563,0.145985401459854,0.15270570793180133,0.0492831541218638,0.18198992443324938,0.1530993278566094,0.1,0.2,0.08129543952412426,0.19425675675675674,0.18874907475943745,0.200747463961559,0.03583916083916084,0.13814432989690723,0.04564564564564565
H7,0.11115935735996527,0.0836461126005362,0.08244365361803084,0.0625,0.07379862700228833,0.0835680751173709,0.03350189633375474,0.07142857142857142,0.017318435754189943,0.07721822541966426,0.07857952398942199,0.028314028314028315,0.11528694768918232,0.11044286495352652,0.052127659574468084,0.08527131782945736,0.13028472821397757,0.025011165698972757,0.08366141732283465,0.16022579244463742,0.08179162609542356,0.17252525252525253,0.0782336578581363,0.1775739891621509,0.029081295439524125,0.14053579270970576,0.07911733046286329,0.12196261682242991,0.10734757686294945,0.026398210290827742,0.10504844467108618,0.04096477794793262,0.13527696793002916,0.1337613697164259,0.0521415270018622,0.1443089430894309,0.1309055118110236,0.09104330708661418,0.18924074780618086,0.07546296296296297,0.14439411098527746,0.1338891613536047,0.16927899686520376,0.048109965635738834,0.10381978452497552,0.04636542239685658
A8,0.10933048433048433,0.072196261682243,0.07738524393174717,0.040439340988517224,0.04833911750123947,0.0642766228256258,0.022331154684095862,0.04836325237592397,0.014326647564469915,0.054673721340388004,0.07378672829316606,0.019631410256410256,0.08435314685314685,0.08531398548911684,0.0451764705882353,0.07993730407523511,0.11741112123974476,0.009992006394884092,0.07649213531566473,0.13921194237111612,0.04164948453608248,0.12123197903014417,0.05970149253731343,0.14733422510987962,0.031578947368421054,0.11724995558713804,0.057049891540130154,0.10919337794998239,0.10383108402263823,0.012709416522241479,0.10411127019840458,0.03060352196956745,0.11015531660692951,0.12887292321508756,0.04247311827956989,0.13055764883195178,0.10716591349257586,0.06059961726557517,0.1714505875553843,0.06944725652966187,0.12602483017100025,0.14206602768903087,0.1678076473534814,0.02928766443286175,0.0914263292132627,0.029275012915446874
B8,0.11270678058534812,0.09499136442141623,0.08853486550013058,0.06427125506072874,0.07114026236125126,0.07165239189471485,0.02239448751076658,0.05256327060350422,0.014779559118236472,0.08211009174311927,0.07814858292805635,0.023035787741670095,0.11876270038383382,0.08536892470410476,0.048336922708782,0.08250557470099332,0.11945976792847632,0.010815141197676747,0.09995586937334511,0.14285714285714285,0.0494516863231947,0.12214876033057852,0.06431317721076546,0.16137770897832818,0.021739130434782608,0.14820359281437126,0.09162491052254831,0.13767605633802818,0.08205972254878909,0.008500772797527048,0.12218166201417222,0.031710275515508576,0.11617608752279239,0.130348913759052,0.049595987740317635,0.1388992190405355,0.13387060667114395,0.07842680940190831,0.17736383883377202,0.07758435418009886,0.13331633953606933,0.1486123545210385,0.1810508182601206,0.03907074973600845,0.10711981071198107,0.039652362846279196
C8,0.08647990255785627,0.06070983810709838,0.07112676056338028,0.046930247508839604,0.04002736914129319,0.0648821646784987,0.015454202789295138,0.039008164499546416,0.011832319134550372,0.052599574338704776,0.053526970954356844,0.013987671882408724,0.08218793828892006,0.07585247042449547,0.04389928986442866,0.06433203631647211,0.11177311725452813,0.009249743062692703,0.07559755419677598,0.13358778625954199,0.03741209563994374,0.09240506329113925,0.044172932330827065,0.11105121293800539,0.017572537801389457,0.0903954802259887,0.029786003470213998,0.07413470533208606,0.10959319975713418,0.047242083758937695,0.0886178861788618,0.03093270365997639,0.0856198347107438,0.11931993817619783,0.024205748865355523,0.12444444444444444,0.09294478527607362,0.054634146341463415,0.1457865168539326,0.058654399079930995,0.11180555555555556,0.11954096270321964,0.15453230472516877,0.02528977871443625,0.06224798387096774,0.021941330789410924
D8,0.07200948830904778,0.03067217750706983,0.05056568921727084,0.02401847575057737,0.019076074465640084,0.035555555555555556,0.004167752018754884,0.019223300970873786,0.006963162623539982,0.026278836509528586,0.01907479723640733,0.0033308660251665434,0.05088451600079507,0.021769019248395968,0.018703784254023487,0.02253621892326954,0.02898793565683646,0.0021551724137931034,0.0471847739888977,0.0181756412434177,0.0048216007714561235,0.015372790161414296,0.020318160340211056,0.07502206531332745,0.00436442989634479,0.10215415684954561,0.07493595217762596,0.10474275180157533,0.010642737896494158,0.0012371862849063274,0.04500865551067513,0.0175054704595186,0.05179922071968829,0.06783458952943573,0.008702329152802661,0.0999662276258021,0.056751054852320675,0.028517901748542882,0.13098053483718392,0.03163609135155372,0.09096989966555184,0.09207577918109594,0.12336209651645894,0.009558488848429678,0.059721427208547985,0.0035999373923931758
E8,0.0412051395657953,0.018018018018018018,0.029722589167767502,0.015384615384615385,0.01217948717948718,0.023662551440329218,0.0042583392476933995,0.008314855875831485,0.0030543677458766036,0.012141280353200883,0.008264462809917356,0.005330490405117271,0.0321701199563795,0.014511873350923483,0.008849557522123894,0.012145748987854251,0.011926605504587157,0.0015136226034308778,0.028556319407720784,0.01384402399630826,0.005696530295183843,0.015839933305543976,0.007620660457239628,0.03946146703806871,0.002926115581565472,0.1171011931064958,0.09017805858701895,0.1238250919493257,0.006218202374222725,0.0035035035035035035,0.026567481402763018,0.012159329140461216,0.019138755980861243,0.04548071387449626,0.004123711340206186,0.10073937153419593,0.02771618625277162,0.011712214166201896,0.12658227848101267,0.014946286781877626,0.06457345971563981,0.04607046070460705,0.10486257928118393,0.008370895041854474,0.048834628190899,0.0026536930561698365
F8,0.07505382959089511,0.04208416833667335,0.05887230514096186,0.03252710592160134,0.02495697074010327,0.04215068038499834,0.009562841530054645,0.02287926786342837,0.005308289097590854,0.03462246777163904,0.03949826527888978,0.00702576112412178,0.055793991416309016,0.048599670510708404,0.02314633189486073,0.04854368932038835,0.06752918901861786,0.002932551319648094,0.06015311702515494,0.07410768300060495,0.016563146997929608,0.05337975050768785,0.03434794750069813,0.09185733512786003,0.010375494071146246,0.052187028657616895,0.0117039586919105,0.03060640732265446,0.08427389014296463,0.05497037524687294,0.09302325581395349,0.018903088391906284,0.06421647819063005,0.09385474860335195,0.0162748643761302,0.11383868357162126,0.07455976020981642,0.043233082706766915,0.13486513486513488,0.04067226890756302,0.09611612397018439,0.10397897897897898,0.11038592508513054,0.014297729184188394,0.06813489332415691,0.012187871581450654
G8,0.11117334080089611,0.06735936940164816,0.07126168224299065,0.04388597149287322,0.04163623082542001,0.043800322061191624,0.023296703296703296,0.04414650098103336,0.007555723460521345,0.047156227501799854,0.05701443103856163,0.01842644047967242,0.08519553072625698,0.07294117647058823,0.04155844155844156,0.0733015494636472,0.11017661900756939,0.013250634338877925,0.07523809523809524,0.12542759407069556,0.04853128991060025,0.11028277634961439,0.047503373819163294,0.13300941390829032,0.02275830678197542,0.09899856938483548,0.032723434201266714,0.09547057228098725,0.11218501898515706,0.031871345029239766,0.10159362549800798,0.03538696537678208,0.09963547995139732,0.1236522911051213,0.03640776699029126,0.11413043478260869,0.09118747873426336,0.06117397454031118,0.14877024595080984,0.05509130300216651,0.13118440779610194,0.12549407114624506,0.13223767383059418,0.02437106918238994,0.088301643570738,0.025711159737417943
H8,0.12447885646217986,0.08595877090626215,0.0956484274019819,0.07366255144032922,0.0513883133029424,0.08752657689581857,0.02401449932034436,0.05559673832468495,0.015793848711554447,0.07389879868947943,0.08607863974495218,0.027232425585813805,0.10902394106813997,0.11603116031160311,0.061713357693869264,0.09386973180076628,0.1321493076459964,0.0146170956466476,0.09571428571428571,0.16059335698161883,0.08753039249739493,0.16378045201056649,0.07028836251287332,0.16688269604666234,0.029822029822029823,0.14812575574365175,0.07535885167464115,0.12803676953381485,0.10694108151735271,0.02456499488229273,0.1315592203898051,0.0441834451901566,0.13506604175543246,0.13799414348462666,0.04896073903002309,0.15504112092598232,0.1302919708029197,0.06873527101335428,0.19183428399879915,0.0749063670411985,0.16163704009921456,0.17886178861788618,0.17879053461875546,0.040973111395646605,0.12229965156794426,0.033661006851355375
A5,0.1322845906328209,0.07641837128521806,0.09209486166007905,0.05893019038984588,0.07061900610287707,0.0791957324579401,0.030272452068617558,0.05644262903824731,0.021834061135371178,0.08958837772397095,0.08403597526700393,0.031023784901758014,0.10850202429149798,0.10265763418447107,0.06116504854368932,0.10475839173736629,0.15303698676620292,0.018752391886720246,0.09764309764309764,0.17881944444444445,0.07492674759313521,0.17132330365366902,0.06476771787046456,0.1769031141868512,0.03681710213776722,0.1437951411687459,0.07962813257881972,0.1463963963963964,0.12962962962962962,0.026131762973868235,0.14318706697459585,0.038329911019849415,0.13405088062622308,0.16192253849743352,0.05087620124364047,0.1547950656585754,0.1141439205955335,0.06942647692971109,0.18998768978251948,0.0670147954743255,0.17155361050328227,0.170317389360751,0.18764530056459647,0.036276849642004776,0.13577421815408086,0.043146365748423496
